,ProjectNumber,AgencyName,RecipientName,USD_Disbursement,USD_Commitment,LongDescription,ProjectTitle,ExpectedStartDate,CompletionDate,Aid_t,PurposeCode
4015,17_II_142_Global_G_I,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",2.507812,0.0,"In order to achieve international targets in the area of sustainability, it is essential to adapt cities to the impacts of climate change-induced extreme weather events, such as infrastructure damage or the loss of biodiversity. Due to increasing urbanisation, the urban population is particularly at risk. These developments bear new challenges for urban planners and regional decision-makers, because they lack the necessary data base to implement local adaptation measures. The participatory data collection of local climate data, alongside new information and communication technologies (ICT) approaches (e.g. Crowd Mapping) may fill this gap and may thus contribute to the planning of adaptation measures and increase the resilience of infrastructures and supply services. The project draws on existing ICT and web-based approaches and strengthens the resilience of the city (and the surrounding region) by integrating them into urban administration (especially urban planning).",ICT-based adaptation to climate change in cities (ICT = information and communication technologies),2017-03-01,2020-04-30,C01,43030.0
4016,17_II_142_Global_G_IKT-basierte Anpassun,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",0.882751,0.0,"In order to enable cities to adapt to climate change and climate-related weather extremes, urban planners and regional decision-makers need a local database for climate-resilient urban development. The project supports cities to use participative approaches, based on information and communication technologies, to strengthen their climate resilience. Innovative approaches to data collection and evaluation will enable city administrations and decision-makers to obtain the necessary information for developing and implementing local adaptation strategies. Findings from three pilot cities in India, Mexico and Peru are used, which deal with different risk scenarios. The approaches are prepared and introduced to the international discourse in cooperation with German and international partners.",ICT-based adaptation to climate change in cities,2017-03-01,2020-04-30,C01,43030.0
4017,17_II_143_Global_G_C,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",4.279734,0.0,"The aim of the project is that Government agencies and decision makers in developing countries use climate services for planning resilient infrastructure. Developing countries invest billions of EUR in infrastructure. However, climate change is rarely taken into account. This entails high economic risks of losses. Climate information and appropriate services (climate services) can mitigate these risks. For this, the project strengthens supply and demand in the market for climate services.It supports climate services of meteorological services and agencies in integrating climate risks into infrastructure planning. Cooperation partners include the German Weather Service (DWD) and the World Federation of Engineering Organizations (WFEO). Furthermore, the project facilitates the dialogue among countries and between agencies, meteorologists, engineers and the private sector. Partners will also feed the results into the climate change negotiations.",Enhancing Climate Services for Infrastructure (CSI),2017-03-01,2020-02-29,C01,41010.0
4018,17_II_143_Global_G_Climate Service für I,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",0.949558,2.051282,"The aim of the project is that Government agencies and decision makers in developing countries use climate services for planning resilient infrastructure. Developing countries invest billions of EUR in infrastructure. However, climate change is rarely taking into account. This entails high economic risks of losses. Climate information and appropriate  climate services  can mitigate these risks. The project thus strengthens supply and demand in the market for climate services. It supports climate services of meteorological services and agencies in integrating climate risks into infrastructure planning. The project improves climate information and tests digital applications to create a market for climate services, assesses climate risks (e.g. for bridge, barrage, power grid) and establishes guidelines to mainstream climate risk assessments in investment planning at national level.",Enhancing Climate Services for Infrastructure Investments (CSI),2017-03-01,2020-02-29,C01,41010.0
4019,17_II_147_Caribbean,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Caribbean & Central America, regional",1.092611,0.0,"The project supports governments and communities to incorporate ecosystem-based adaptation in local, national and regional planning to reduce vulnerability and boost adaptive capacities. The Nature Conservancy (TNC) and the Red Cross (IFRC) will leverage their networks and experience to develop and test an innovative adaptation toolkit that will promote better decision-making around disaster risk management, community planning, and climate adaptation. The tool kit will benefit thousands in vulnerable communities, and facilitate locally-tailored ecosystem- and community-based interventions (e.g. mangrove planting). The project will train change agents and promote country-specific policy recommendations. At the regional level, the project will link with existing knowledge management platforms and potential funding streams to scale up demonstration projects.  It will support the implementation of CDEMA's Caribbean Disaster Management strategy.",Resilient Islands by Design - Integrating Ecosystem- and Community-based Approaches to Enhance Climate Change Adaptation in the Caribbean,2017-07-15,2021-07-14,C01,41010.0
4020,17_II_147_Caribbean_,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Caribbean, regional",1.423947,0.0,"The project supports governments and communities to incorporate ecosystem-based adaptation in local, national and regional planning to reduce vulnerability and boost adaptive capacities. The Nature Conservancy (TNC) and the Red Cross (IFRC) will leverage their networks and experience to develop and test an innovative adaptation toolkit that will promote better decision-making around disaster risk management, community planning, and climate adaptation. The tool kit will benefit thousands in vulnerable communities, and facilitate locally-tailored ecosystem- and community-based interventions (e.g. mangrove planting). The project will train change agents and promote country-specific policy recommendations. At the regional level, the project will link with existing knowledge management platforms and potential funding streams to scale up demonstration projects. It will support the implementation of Caribbean Disaster Emergency Management Agency (CDEMA) strategy.",Resilient Islands by Design - Integrating Ecosystem- and Community-based Approaches to Enhance Climate Change Adaptation in the Caribbean,2017-07-15,2021-07-14,C01,41010.0
4021,17_II_147_Caribbean_A_Resilient Islands,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Caribbean & Central America, regional",1.033504,0.0,"The project supports governments and communities to incorporate ecosystem-based adaptation in local, national and regional planning to reduce vulnerability and boost adaptive capacities. The Nature Conservancy (TNC) and the Red Cross (IFRC) will leverage their networks and experience to develop and test an innovative adaptation toolkit that will promote better decision-making around disaster risk management, community planning, and climate adaptation. The tool kit will benefit thousands in vulnerable communities, and facilitate locally-tailored ecosystem- and community-based interventions (e.g. mangrove planting). The project will train change agents and promote country-specific policy recommendations. At the regional level, the project will link with existing knowledge management platforms and potential funding streams to scale up demonstration projects. It will support the implementation of CDEMA's Caribbean Disaster Management strategy.",Resilient Islands by design - Integrating ecosystem- and community-based approaches to enhance climate change adaptation in the Caribbean,2017-07-15,2021-07-14,C01,41010.0
4022,17_II_150_Global_A_E,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",2.368967,0.0,"The project aims to scale up Ecosystem based Adaptation (EbA) as a means to build climate-change resilience, reduce disaster risk and promote adaptation in mountains, benefiting mountain people directly and also millions downstream. The project builds on the previous project on mountain ecosystem EbA and will yield long-term evidence and lessons, extracting that knowledge and evidence. Local capacities will be built and successful approaches replicated. These experiences will also feed into local and adaptation plans and policies (inter alia Nationally Determined Contributions (NDCs), National Adaptation Plans (NAPs)) and inform international forums  (United Nations Framework Convention on Climate Change (UNFCCC), Convention on Biological Diversity (CBD), UNISDR).","Scaling Up Mountain Ecosystem-based Adaptation - building evidence, replicating success, and informing policy",2017-07-01,2020-06-30,C01,41010.0
4023,17_II_153_PHL_M_Urba,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Philippines,1.6115650000000001,0.0,"The project will support the Philippine government in improving policies, regulations and capacities to adapt to climate change through the promotion of sustainable urban development plans and designs. In support of the National Climate Change Action Plan, it will enhance national and subnational government representatives' institutional capacities to direct urban growth towards suitable areas and design the same incorporating resilience principles and practices. The project will supplement existing urban planning guidelines and develop knowledge through policy inputs, capacity development interventions, and demonstration activities. Demonstration of innovative approaches in 5 cities with different ecosystems will showcase contextualized processes and schemes on building urban resilience considering balanced economic and ecological sustainability in the face of rapid urbanization.",Institutional Support to Philippine National Government Agencies on Building Capacities of LGUs to Develop Climate Resilient Urban Designs,2017-03-01,2020-09-30,C01,43030.0
4024,17_II_153_PHL_M_Urban Resiliency,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Philippines,0.114913,0.782024,"The project advises the Philippine government on how to promote adaptation to climate change by means of appropriate policy measures, sustainable urban development plans and designs. With the aim of supporting the National Climate Change Action Plan and Nationally Determined Contributions, the institutional capacities on national and sub-national levels are strengthened to steer urban growth and COVID-19 green recovery by applying low emission and resilience principles and practices. The project enhances urban and settlement planning guidelines through policy advisory and model implementation activities. Five cities are supported to model resilient urban designs, and balance economic and ecological concerns amidst rapid urbanisation. As part of the IKI Corona Response Package two of these cities are assisted in green recovery from COVID-19 impacts.New policies, standards and practices on resilient urban management, including green recovery, will be developed, documented and published.",Climate-resilient urban planning  support for city authorities in the Philippines,2017-03-01,2020-09-30,C01,43030.0
4025,17_II_157_Global_A_C,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",1.534058,1.97842,"The project will support the implementation of ecosystem based adaptation (EbA) in Guatemala and India as a contribution to the synergetic achievement of NDCs (Nationally Determined Contributions) and SDGs. A core deliverable of the project is a roadmap in each partner country that includes prioritized actions for the better implementation of EbA and the conditions for their successful implementation. The project will develop a better understanding of criteria and preconditions for EbA measures to contribute to both NDCs and SDGs through inclusive, participatory multi-stakeholder dialogues at local and national level. To contribute to communities' resilience, food security and poverty reduction and to ensure the social dimension of sustainability, the project will take due account of the principles laid out in the Voluntary Guidelines on the Responsible Governance of Tenure of Land - VGGTs.",Climate-SDGs Integration Project - Supporting the implementation of the Paris Agreement and the 2030 Agenda through ecosystem-based adaptation,2018-01-01,2020-12-31,C01,41010.0
4026,17_II_157_Global_A_Climate Change and SD,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",0.748497,0.0,"The project will support the implementation of ecosystem based adaptation (EbA) in Guatemala and India as a contribution to the synergetic achievement of NDCs and SDGs. A core deliverable of the project is a roadmap in each partner country that includes prioritized actions for the better implementation of EbA and the conditions for their successful implementation. The project will develop a better understanding of criteria and preconditions for EbA measures to contribute to both NDCs and SDGs through inclusive, participatory multi-stakeholder dialogues at local and national level. To contribute to communities' resilience, food security and poverty reduction and to ensure the social dimension of sustainability, the project will take due account of the principles laid out in the  Voluntary Guidelines on the Responsible Governance of Tenure of Land - VGGTs .",Climate-SDGs Integration Project - Supporting the implementation of the Paris Agreement and the 2030 Agenda through ecosystem-based adaptation,2018-01-01,2020-12-31,C01,41010.0
4027,17_IV_047_Global_M_Transformative Policy,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",22.792023,22.792023,"The financing of biodiversity conservation is a key issue in the implementation of the CBD. Most countries lack reliable information on the actual costs that are needed to effectively implement their biodiversity strategies, nor do they know where the necessary funds can be sourced and how they can be used to implement their strategies. The BIOFIN initiative, meanwhile active in 37 countries, is a global partnership that supports its partner countries by addressing these knowledge gaps. Financing solutions are being developed and implemented in a second step. BIOFIN Phase II, which is financed through the IKI Corona Response Package, focuses on four signature solutions - 1.) Support countries to deal with the impacts of COVID-19, 2.) Results based and effective budgeting for biodiversity, 3.) Reducing harmful subsidies and expenditures, 4) Greening the financial sector.",Biodiversity Finance Initiative (BIOFIN II),2018-01-01,2025-12-31,B03,41030.0
4028,17_IV_063_Global_A_S,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",1.507028,0.0,"The project will facilitate the development of comprehensive, cross-sectoral approaches to the conservation and sustainable use of biodiversity in areas beyond national jurisdiction (ABNJ) in the Southeast Atlantic and Southeast Pacific. It will identify best practices and provide regional institutions and national authorities with the knowledge, tools and capacity to strengthen implementation of existing and the development of new approaches to regional ocean governance. To this end the project will, advance technical and scientific cooperation and propose ABNJ measures at the regional scale. Experiences will be disseminated to other regions and stakeholders to facilitate mutual learning and identify common practices. In addition, this project will develop options for regional governance under a future international instrument under UNCLOS and transfer lessons learned to the global level to support ocean governance at relevant scales.",STRONG High Seas  Strengthening Regional Ocean Governance for the High Seas,2017-06-01,2022-05-31,C01,41030.0
4029,17_IV_063_Global_A_STRONG High Seas,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",0.754986,0.0,"The project facilitates the development of comprehensive, cross-sectoral approaches to the conservation and sustainable use of biodiversity in areas beyond national jurisdiction (ABNJ) in the Southeast Atlantic and Southeast Pacific. Building on the interest of both regions and political momentum at the global level, it identifies best practices and provides regional institutions and national authorities with the knowledge, tools and capacity to strengthen implementation of existing and the development of new approaches to regional ocean governance. The project will advance technical and scientific cooperation and propose ABNJ measures at the regional scale. Experiences will be disseminated to other regions and stakeholders to facilitate mutual learning and identify common practices. The project develops options for regional governance under a future international instrument under UNCLOS and transfers lessons learned to the global level to support ocean governance at relevant scales.",STRONG High Seas  Sustainable use of the High Seas,2017-06-01,2022-05-31,C01,41030.0
4030,17_IV_065_North Afri,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",0.792095,0.0,"The project protects in 7 countries pollinator diversity directly, by diversified capacity development, political mainstreaming and a global stewardship. It introduces and mainstreams TEEB-based, economically self-supporting Farming with Alternative Pollinators (FAP). FAP identifies the economic value of habitat enhancement for farmers and uses the additional incomes as incentives for farmers and policymakers to mainstream pollinator protection across sectors. The project develops the first pollinator inventory for the West Asia and North Africa-region (WANA). Morocco is the benchmark country (development of manuals, DVD, assessment to describe the value of pollination, broad outscaling, political mainstreaming etc.). Partners from the six participating countries will be trained and will conduct small supervised FAP trials in their countries to promote mainstreaming of pollinator protection by policy workshops in these countries.",Conservation of pollinator diversity for enhanced climate change resilience,2017-06-01,2022-05-31,C01,41030.0
4031,17_IV_065_North Africa_A_Pollinator Dive,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",1.442781,0.0,"Bees, wasps, flies, beetles and butterflies are important pollinators of wild and cultivated plants  and the role they play in nature has a huge ecological and economic impact. The project contributes to the conservation of pollinator diversity in Morocco and four other countries, and develops a global product commitment in the form of product quality and pollinator-friendly production. It introduces the economically self-supporting approach of  agriculture with wild pollinators . The approach measures the income gain (et alia) that can be achieved by improving the living conditions for pollinators  and this also serves as an incentive for farmers and policy designers to protect these insects. The project is establishing the first pollinator inventory for the Western Asia and North Africa region, and training project partners to establish even smaller projects in their own countries. Cross-sectoral pollinator protection is to be achieved through national, political round tables.",Conservation of pollinator diversity for enhanced climate change resilience,2017-06-01,2022-05-31,C01,41030.0
4032,17_IV_068_Africa_A_S,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","South of Sahara, regional",3.42809,0.0,"Protected areas cat. V and VI as landscape mechanisms to enhance biodiversity in agricultural land, ecological connectivity and REDD+ implementation (REDD = Reducing Emissions from Deforestation and Degradation). The goal of this project is to demonstrate conservation and development benefits in four targeted landscapes in Tanzania, Uganda, Ghana and Democratic Republic of the Congo (DRC) through better use of the Protected Area categories Protected Landscape/ Seascape and Protected area with sustainable use of natural resources.","Protected areas cat. V and VI as landscape mechanisms to enhance biodiversity in agricultural land, ecological connectivity and REDD+ implementation",2017-05-01,2020-04-30,C01,41030.0
4033,17_IV_068_Africa_A_Stabilizing Land Use_,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","South of Sahara, regional",0.903959,0.0,"The goal of this project is to demonstrate conservation and development benefits in four targeted landscapes in Tanzania, Uganda, Ghana and Democratic Republic of the Congo (DRC) through better use of the Protected Area categories  Protected Landscape/ Seascape  and  Protected area with sustainable use of natural resources .","Protected areas to improve biodiversity on agricultural land, ecological networking and the implementation of REDD+ measures",2017-05-01,2020-04-30,C01,41030.0
4034,17_IV_072_West Afric,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","South of Sahara, regional",1.3198759999999998,0.0,"The project initializes a capacity-building framework across West Africa to support the work-programme of the Intergovernmental Platform on Biodiversityand Ecosystem Services (IPBES), and in particular the assessments. The overarching goal is to connect biodiversity- and ecosystem-experts from West African universities, research institutions and existing science-policy interfaces. Annually conducted workshops will act as exchange platforms and as distribution hubs for IPBES developments, supplemented by a web-based discussion group to connect experts and policy makers across the region and beyond. Complementarily, a Master of Science (MSc) program on biodiversity- and ecosystem-assessments will be established at one West African university and comprise of participants from 15 partner countries. Altogether, the framework shall act as pioneer for strengthening the sub-regional expert pool to support and disseminate assessments within the scope of IPBES.",Supporting IPBES capacity building in West Africa (IPBES = Intergovernmental Platform on Biodiversityand Ecosystem Services),2017-02-01,2022-01-31,C01,41030.0
4036,17_IV_074_MEX_A_Alva,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Mexico,0.413736,0.0,"The project supports the sustainable use of the Alvarado Lagoon System mangroves, following the vision of restoration and economic development opportunities for local communities.The project will install mangrove wood productive units with management plans based on the structure and mangrove growth rates. The project includes restoration of degraded mangroves that will become new timberproducing areas as well as technical training, market studies and wood sales strategy.","Mangrove forestry landscape restoration, an opportunity of social development in the Alvarado Lagoon System Ramsar Site, Veracruz, Mexico",2017-02-01,2020-04-30,C01,41030.0
4037,17_IV_080_PER_G_Impa,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Peru,0.033168,0.0,"With more than 80% of the territory covered by forest ecosystems, Peru is considered one of the 17 megadiverse countries in the world. Peru's current economic model is highly dependent on the use of non-renewable natural resources, creating considerable negative impacts on the country's biological diversity. To counteract this problem, Peru committed itself to foster the sustainable use of its biodiversity, thereby improving its competitiveness. The aim of the project is to increase public and private impact investments in green business models that promote the sustainable use of biodiversity. The following measures are planned - design/adaptation and implementation of public instruments and mechanisms that promote impact investments in biodiversity, strengthening the enabling conditions for green businesses and the implementation of impact business models. The project contributes to a sustainable economic and social development of the biodiversity-rich Peruvian Amazon region.",Impact Investments for the sustainable use of biodiversity in Peru,2017-11-01,2017-11-30,C01,41030.0
4038,17_IV_095_Global_A_A,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",2.101783,0.0,"WWF, the CBD Secretariat, and other partners aim to contribute to the achievement of Aichi Biodiversity Target 1 by 2020. The goal is to scale-up outreach to up to 1 billion people to inform on the values of biodiversity and to engage individuals in steps they can take. Communication activities will be rolled out extensively globally with particular focus in 10 key countries for WWF's Earth Hour and UN Days related to biodiversity. The mass communication approach will use online platforms and social media to score at least 3 billion digital impressions. In addition, other communication approaches seek to particularly engage with decision-makers, business and youth audiences and critical target audiences will be addressed at policy-relevant High Level Events.. The goal is to highlight the strong inter-dependencies between climate change and biodiversity conservation and thus to leverage synergies in mobilizing the wider public and critical target groups to back actions and impacts.",Scaling-up Biodiversity Communication for Achieving Aichi Target 1,2018-01-01,2020-12-31,C01,41030.0
4039,17_IV_095_Global_A_Achieving Aichi Targe,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Developing countries, unspecified",0.705212,0.64941,"WWF, the CBD Secretariat, and other partners aim to contribute to the achievement of Aichi Biodiversity Target 1 by 2020. The goal is to scale-up outreach to up to 1 billion people to inform on the values of biodiversity and to engage individuals in steps they can take. Communication activities will be rolled out extensively globally with particular focus in 10 key countries for WWF's Earth Hour and UN Days related to biodiversity. The mass communication approach will use online platforms and social media to score at least 3 billion digital impressions. In addition, other communication approaches seek to particularly engage with decision-makers, business and youth audiences and critical target audiences will be addressed at policy-relevant High Level Events. The goal is to highlight the strong inter-dependencies between climate change and biodiversity conservation and thus to leverage synergies in mobilizing the wider public and critical target groups to back actions and impacts.",Scaling-up biodiversity communication for achieving Aichi Target 1,2018-01-01,2020-12-31,C01,41030.0
4040,17_I_027_VNM_G_NAMAs,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Viet Nam,0.620407,0.620407,"The project supports the Vietnamese Ministry of Natural Resources and Environment (MONRE) in enhancing its institutional and personnel capacities that are needed to successfully develop and implement nationally appropriate mitigation actions (NAMAs) that satisfy the international standards for measurement, reporting and verification (MRV). To this end, within MONRE, a new national coordinating and advisory unit for NAMAs will support the specialized ministries in planning and implementation of selected NAMAs, while also advancing the development of a national MRV system. The project partners are developing an online platform that collects widely available emissions data and information. Moreover, two NAMAs, eligible for financing, will be elaborated as part of the project activities. The experience gained will be disseminated internationally through regional and global dialogue forums and peer-to-peer learning platforms.",Creation of a comprehensive framework for NAMAs and MRV in Viet Nam,2014-01-01,2018-06-30,C01,41010.0
4041,17_I_238_MEX_G_städt,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Mexico,2.8920399999999997,0.0,"Mexico is faced with rapid urbanization processes and urban sprawl, which is associated with rising greenhouse gas emissions, as well as interventions in ecosystems and confronts the urban policy of the country with major challenges. A climate-friendly urban development policy is necessary to bring about emission reductions, to obtain ecosystem services and to reduce environmental pollution. Against this background, the project provides advice across sectors to relevant actors at national, state and municipal governments in the areas of - (a) climate specific urban planning (b) conservation of ecosystem services in urban and peri-urban spaces and (c) sustainable urban mobility. In pilot cities climate-friendly concepts and instructions are tested for their practicality. The results of the practice and the exchange of experiences with other countries serve the up-scaling effects.",Climate protection in the Mexican urban policy (CiClim),2017-08-01,2021-06-30,C01,43030.0
4042,17_I_238_MEX_G_städtische Klimapolitik,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Mexico,1.13133,1.481481,"The urban policy in Mexico is facing major challenges. The country is confronted by rapid urbanisation processes and urban sprawl, accompanied by increasing greenhouse gas emissions and interventions in ecosystems. A climate-friendly urban development policy is therefore necessary to reduce emissions, maintain ecosystem services and minimise environmental pollution. Against this background, the project provides cross-sector advice to relevant stakeholders at national, state and local levels in the following areas - climate-relevant urban planning, the preservation of ecosystem services in cities and the surrounding areas, and sustainable urban mobility. In pilot cities, climate-friendly concepts and instructions are tested for their practical feasibility.The results of this practice and the exchange of experiences with other countries are used for the further dissemination of approaches and experiences (up-scaling). The project is part of the IKI Corona Response Package.",Climate protection in the Mexican urban policy (CiClim),2017-08-01,2021-06-30,C01,43030.0
4043,17_I_259_UKR_G_ETS E,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Ukraine,1.133519,0.0,"The project supports the Ukrainian Ministry for the Environment to develop the necessary prerequisites for establishing an emissions trading scheme (ETS). At the national level, the development of an administrative structure and necessary capacities will be supported. In addition, the partner will be enabled to develop a technical understanding for setting the emissions cap on the basis of different emission scenarios, which will serve as the main factor in the decision making process. Furthermore, the project assists in the elaboration of rules and procedures for the allocations of emission allowances as well as in the adaptation of the EU's registry. At private sector level, technical capacities for the development of monitoring plans and emission reports as well as for the verification of emission reports are created.",Supporting the implementation of an emissions trading scheme (ETS) in Ukraine,2017-09-01,2020-08-31,C01,41010.0
4044,17_I_259_UKR_G_ETS Entwicklung,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Ukraine,0.527639,0.0,"Ukraine has signed the EU Association Agreement, committing itself to the introduction of the EU Emission Trading Scheme (ETS). The project supports the Ukrainian Ministry of Environment in creating the necessary conditions to help the country achieve this commitment, while at national level, it supports the development of the necessary administrative structures and technical capacities. The partners are also supported in creating a technical foundation in the form of various emission scenarios for the determination of the emission cap. The project also promotes the development of rules and procedures for the allocation and administration of emission certificates. Technical capacity is being strengthened at the private sector level to develop monitoring plans and emission reports. The ETS is an important stimulus for the implementation of mitigation measures through the use of energy-efficient technologies.",Supporting the implementation of an emissions trading scheme in Ukraine,2017-09-01,2020-08-31,C01,41010.0
4045,17_I_262_DOM_G_Energ,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Dominican Republic,2.102408,0.0,"The project supports the Dominican Republic in its transition towards a climate-friendly energy sector. the Dominican power generation is largely based on fossil fuels, contributing with 1/3 to the GHG inventory. Far-reaching reforms on the political, institutional, regulatory and financial level are supposed to contribute to increasing the share of renewable energies and improving energy efficiency. In order to promote investments in renewable energies, approval procedures are to be accelerated and innovative financing mechanisms will be developed. In addition, the project supports the preparation of promising NAMAs and the implementation of the NDC in the energy sector including reliable MRV mechanisms. In the long-term this shall contribute to increasing the ambition in the existing climate targets. Aiming for a sustainable energy supply in rural areas, a renewable energies pilot project with an innovative operator and finance structure (e.g. cooperatives) will be implemented.",Promoting a low-carbon energy system for the achievement of the climate objectives of the Dominican Republic,2017-07-01,2022-06-30,C01,23110.0
4046,17_I_262_DOM_G_Energiewende,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Dominican Republic,1.286637,0.0,"In the Dominican Republic, energy production is currently based on fossil resources  and it accounts for one third of the national greenhouse gas emissions. The project supports the country in transforming its energy sector. Political, institutional and regulatory reforms help to increase the proportion of renewable energies used for energy generation and efficiency. Approval procedures are accelerated and financing mechanisms developed to encourage investment in renewable energies. The preparation of nationally appropriate mitigation actions and the implementation of the nationally determined contribution in the energy sector are also supported, including reliable measuring, reporting and verification mechanisms for monitoring purposes. This contributes to the upscaling of the ambition to achieve climate targets in the long term. A pilot project for sustainable energy supply with innovative operator and financing structures (e.g. cooperatives) will be implemented in rural areas.",Supporting low-emission energy industries to achieve climate targets in the Dominican Republic,2017-07-01,2022-06-30,C01,23110.0
4047,17_I_263_BRA_G_Alter,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Brazil,2.051972,0.0,"Brazil has a high potential of renewable power combined with a rapidly increasing fuel demand. Germany offers know-how for the production of climate neutral alternative fuels. The project's goal is to create an international reference model for the production and application of climate neutral alternative fuels, for aviation and other transport segments apart from electromobility. Core element is a pilot project in Brazil to prove feasibility of production and application of those fuels. Experiences will be documented systematically, and subsequently fed into the international debate on decarbonisation of transport. Partner institutions are the Brazilian Ministry of Science, Technology and Innovation, and the German Aerospace Center. A first stage of the project pursues theoretical proof of feasibility, concept elaboration and the preparation of relevant actors. Throughout the second stage, these actors realize the pilot project, findings are internationally disseminated.",Climate-neutral Alternative Fuels,2017-08-01,2022-07-31,C01,21010.0
4048,17_I_263_BRA_G_Alternative Fuels,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Brazil,1.189929,0.0,"Brazil has huge potential in terms of renewable energies  and a rapidly increasing demand for fuel. The project has developed an international reference model for the production and application of climate-neutral fuels, which are produced using wind and solar energy and used in aviation and other transport segments  the electric mobility segment, however, is not included. Fuels are produced and used in a pilot project to prove their feasibility and economic efficiency. The experience gained is systematised and introduced into the international debate on transport sector decarbonisation.",Climate-neutral alternative fuels,2017-08-01,2022-07-31,C01,21010.0
4049,17_I_264_BRA_G_Nachh,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Brazil,2.76702,0.0,"Although Brazil established a progressive waste policy in 2010, greenhouse gas (GHG) emissions are still increasing in the waste sector. Therefore, the project aims to improve the conditions for the use of the climate protection potential of the waste sector. Climate-relevant criteria (e.g. specific GHG reduction potential) are integrated into regulations of ministries and financing institutions. Employees of the municipalities and the private sector will be trained and decision-making support tools provided for the municipalities so they can project and implement waste management measures (capacity development). The project will support the integration of specific modules for climate-friendly waste management into university courses and the development of a German-Brazilian applied R&D network to contribute to the sustainable establishment of a climate-friendly and innovative waste policy.",Climate friendly technologies and capacity development for the implementation of the Brazilian National Waste Policy,2017-05-01,2021-04-30,D02,14050.0
4050,17_I_264_BRA_G_Nachhaltige Abfallpolitik,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Brazil,1.534637,0.0,"Although Brazil established a progressive waste policy in 2010, greenhouse gas emissions are still increasing in the waste sector. The project therefore aims to improve the conditions in this sector with the aim of exploiting the climate protection potential. To this end, climate-relevant criteria are integrated into the regulations, rules, laws, etc., enacted by the ministries. Municipal and private sector employees are also given training and decision-making support instruments are provided for the municipalities to help them plan and implement waste management measures that impact on climate protection ( capacity development ). The project supports the integration of climate-friendly waste management measures into study courses and the establishment of a German-Brazilian research and advisory network. In this way it helps to firmly anchor a sustainable, climate-friendly and innovative waste policy.",Climate friendly technologies and capacity development for the implementation of the Brazilian National Waste Policy,2017-05-01,2021-04-30,D02,14050.0
4051,17_I_269_CRI_G_Klima,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Costa Rica,2.916219,2.950549,"Mitigation of greenhouse gas (GHG) emissions through climate-friendly transport is an integral part of Costa Rica's Nationally Determined Contribution (NDC). In order to get to those sustainable solutions there is the need for improved frame conditions, scalable pilot projects and its dissemination as best practices as well as the participation of communities, civil society and businesses.The project aims at supporting Costa Rica in implementing sustainable, climate-friendly transport measures. Building on improving institutional frameworks, the cooperation between different stakeholders is key in order to identify and implement scalable model solutions combined with possible financing options. Transport will be improved, visibly for the communities, not only resulting in less GHG emissions but also in less congestion, noise and air pollution.",Mitigation actions in the transport sector in Costa Rica,2017-07-01,2021-10-31,C01,21010.0
